entry_dir,checkpoint,dataset_type,main_task_type,degrade_type,count,psnr_mean,psnr_std,ssim_mean,ssim_std
stage1_test_1000_ver1,stage1_medq_2nodes_unif_combined_v1_0012000,AMIR_PET_low-dose_PET_denoising_test,low-dose PET denoising,low-dose noise,1000,23.263111843893842,4.759201400390077,0.7813373095737451,0.08919509254145984
stage1_test_1000_ver1,stage1_medq_2nodes_unif_combined_v1_0012000,UDPET_test,low-dose denoising,low-dose noise,1000,30.823172992754518,6.09056428594153,0.9571346569782021,0.06298816097932596
stage1_test_1000_ver1,stage1_medq_2nodes_unif_combined_v1_0012000,eyeq_restoration_test,fundus_restoration,blur,148,31.714101215364202,4.286357866645941,0.8523652256125023,0.05171196744333217
stage1_test_1000_ver1,stage1_medq_2nodes_unif_combined_v1_0012000,eyeq_restoration_test,fundus_restoration,blur+illumination,139,20.724044348020943,2.3255677745554464,0.7460164993572089,0.04990500158022271
stage1_test_1000_ver1,stage1_medq_2nodes_unif_combined_v1_0012000,eyeq_restoration_test,fundus_restoration,blur+illumination+spot,147,20.34041925580716,2.783347766193683,0.738349654403963,0.051805172795988196
stage1_test_1000_ver1,stage1_medq_2nodes_unif_combined_v1_0012000,eyeq_restoration_test,fundus_restoration,blur+spot,154,31.908890001791345,3.7385135848401134,0.856594416182445,0.04977336690268706
stage1_test_1000_ver1,stage1_medq_2nodes_unif_combined_v1_0012000,eyeq_restoration_test,fundus_restoration,illumination,137,18.975484735947266,2.778620766800554,0.8191238788690598,0.049301184833534475
stage1_test_1000_ver1,stage1_medq_2nodes_unif_combined_v1_0012000,eyeq_restoration_test,fundus_restoration,illumination+spot,144,18.94851461113187,2.9479371567452834,0.8147066149645986,0.052565046848328814
stage1_test_1000_ver1,stage1_medq_2nodes_unif_combined_v1_0012000,eyeq_restoration_test,fundus_restoration,spot,131,35.70363866441138,7.078263529411011,0.9034436566705226,0.058229758986617364
stage1_test_1000_ver1,stage1_medq_2nodes_unif_combined_v1_0012000,ixi_t1_sr_4x_test,motion_correction,motion,87,26.871737397816084,5.733309232416326,0.8536164175985919,0.13734593293771463
stage1_test_1000_ver1,stage1_medq_2nodes_unif_combined_v1_0012000,ixi_t1_sr_4x_test,denoising,noise,102,26.13520076298309,1.6749183600231177,0.8067099594465597,0.04571802901305384
stage1_test_1000_ver1,stage1_medq_2nodes_unif_combined_v1_0012000,ixi_t1_sr_4x_test,accelerating_mri,undersampling,114,26.00631747441959,5.124739479536859,0.8066251511477703,0.1664580639472164
stage1_test_1000_ver1,stage1_medq_2nodes_unif_combined_v1_0012000,ixi_t2_sr_4x_test,motion_correction,motion,86,16.975919316643704,8.347858974820166,0.5159774789590014,0.2857270137514082
stage1_test_1000_ver1,stage1_medq_2nodes_unif_combined_v1_0012000,ixi_t2_sr_4x_test,denoising,noise,85,27.271356337661285,1.2939307425589024,0.8622867889129631,0.032376624887397454
stage1_test_1000_ver1,stage1_medq_2nodes_unif_combined_v1_0012000,ixi_t2_sr_4x_test,accelerating_mri,undersampling,99,23.858939784317155,7.631551185124278,0.738109596225171,0.2429387476245259
stage1_test_1000_ver1,stage1_medq_2nodes_unif_combined_v1_0012000,mr_art_motion_correction_test,motion_correction,motion,1000,21.082951799355392,2.6746353281557074,0.7191610473031141,0.0984929968747571
stage1_test_1000_ver1,stage1_medq_2nodes_unif_combined_v1_0012000,real_fundus_restoration_test,fundus_restoration,low quality fundus image,12,18.99050779559138,3.6240414463420456,0.726028166202635,0.04667189728355582
stage1_test_1000_ver1,stage1_medq_2nodes_unif_combined_v1_0012000,refuge_restoration_test,fundus_restoration,blur,159,27.061723865638267,8.518121485177765,0.8444682925110072,0.06887661242469982
stage1_test_1000_ver1,stage1_medq_2nodes_unif_combined_v1_0012000,refuge_restoration_test,fundus_restoration,blur+illumination,140,25.78096786883564,8.425110715471012,0.8442403877459373,0.06683035804868662
stage1_test_1000_ver1,stage1_medq_2nodes_unif_combined_v1_0012000,refuge_restoration_test,fundus_restoration,blur+illumination+spot,137,26.72680830405509,8.58965473093487,0.841202728021733,0.0734051782693374
stage1_test_1000_ver1,stage1_medq_2nodes_unif_combined_v1_0012000,refuge_restoration_test,fundus_restoration,blur+spot,149,26.019571337182363,8.1610161717217,0.8403770207223221,0.06634348437235581
stage1_test_1000_ver1,stage1_medq_2nodes_unif_combined_v1_0012000,refuge_restoration_test,fundus_restoration,illumination,130,26.34301099802597,8.705917998894192,0.8435075969053195,0.07205118224672381
stage1_test_1000_ver1,stage1_medq_2nodes_unif_combined_v1_0012000,refuge_restoration_test,fundus_restoration,illumination+spot,141,26.91658974918444,7.6692221222955235,0.8421688567304477,0.06345180331829596
stage1_test_1000_ver1,stage1_medq_2nodes_unif_combined_v1_0012000,refuge_restoration_test,fundus_restoration,spot,144,26.03605787143724,8.094114299845772,0.8379462043344872,0.06946742857507451
stage1_test_1000_ver1,stage1_medq_2nodes_unif_combined_v1_0012000,xray-bone-shadow-suppression_test,bone shadow suppression,bone shadow,816,22.413355738229015,6.025437108628558,0.8655804288655862,0.10098449194031962
